zomet,ishuv,rehov1,rehov2,x,y
9370051,7400,983,996,186050,687212
9370211,70,206,580,168209,631884
9380123,70,165,206,168201,635083
9380123,70,165,597,168201,635083
9380123,70,206,597,168201,635083
9390014,7900,118,124,189095,666780
9400004,6500,298,299,192027,706037
9400021,9000,101,531,182311,573605
9400021,9000,531,841,182311,573605
9400021,9000,101,841,182311,573605
9400316,5000,456,1040,179608,666173
9410014,7900,124,127,189359,666843
9410172,3000,305,322,220398,632983
9430042,7900,107,127,189383,666364
9430042,7900,107,221,189383,666364
9430042,7900,127,221,189383,666364
9430124,8600,711,802,182708,665847
9430312,70,189,863,165926,632929
9430323,4000,578,1161,196380,745678
9450137,70,750,758,168271,633556
9450421,5000,456,928,179971,666090
9470113,8600,205,802,182680,666203
9470321,70,335,704,167095,631847
9490041,7900,214,216,189058,666104
9500175,3000,101,303,220845,633054
9510004,6500,296,299,192162,706082
9510006,7300,417,419,227652,733197
9510006,7300,419,513,227652,733197
9510006,7300,513,846,227652,733197
9510006,7300,419,846,227652,733197
9510006,7300,417,513,227652,733197
9510006,7300,417,846,227652,733197
9510043,7900,235,236,189752,666540
9520012,9000,202,811,180755,575399
9520012,9000,258,811,180755,575399
9520012,9000,202,258,180755,575399
9520041,6100,825,867,185084,665378
9520041,6100,856,867,185084,665378
9520041,6100,825,856,185084,665378
9520043,7900,236,313,189924,666709
9520113,8600,205,301,182575,666128
9540014,7900,107,108,189846,666773
9540014,7900,107,313,189846,666773
9540014,7900,108,313,189846,666773
9550002,8700,103,375,187097,676713
9550002,8700,103,522,187097,676713
9550002,8700,375,522,187097,676713
9550014,7900,108,124,189695,666930
9550014,7900,103,124,189695,666930
9550014,7900,103,108,189695,666930
9570115,8600,205,701,182289,665893
9580001,8700,304,351,188914,678026
9580331,70,340,390,166016,632482
9580331,70,390,855,166016,632482
9580331,70,340,855,166016,632482
9590122,8600,610,701,182473,665781
9600014,6500,233,419,191497,706835
9600014,6500,419,679,191497,706835
9600014,6500,233,679,191497,706835
9610010,466,111,124,184062,656351
9610010,466,111,128,184062,656351
9610010,466,111,144,184062,656351
9610010,466,124,128,184062,656351
9610010,466,124,144,184062,656351
9610010,466,128,144,184062,656351
9660011,6600,111,117,181462,658425
9670011,6600,111,289,181634,658596
9670011,6600,112,289,181634,658596
9670011,6600,111,112,181634,658596
9680042,6100,825,834,184751,664962
9680325,70,335,580,167430,632315
9690001,8700,120,310,188163,677255
9720005,70,331,580,165760,633281
9740124,3000,116,117,221383,633083
9740422,4000,641,813,199234,745716
9740422,4000,813,817,199234,745716
9740422,4000,641,817,199234,745716
9750041,70,575,596,168033,632180
9770007,70,501,502,167925,635547
9770007,70,213,501,167925,635547
9770007,70,213,502,167925,635547
9770062,7900,424,427,190864,667095
9770062,7900,424,437,190864,667095
9770062,7900,424,448,190864,667095
9770062,7900,427,437,190864,667095
9770062,7900,427,448,190864,667095
9770062,7900,437,448,190864,667095
9770414,5000,814,819,180069,666793
9780007,6500,521,920,189828,704813
9790117,8600,108,205,181587,665583
9790117,8600,205,601,181587,665583
9790117,8600,108,601,181587,665583
9800033,7400,608,609,186538,690802
9800053,6500,230,303,192714,705680
9800130,6500,419,436,191649,706408
9800132,6500,419,538,191755,704504
9800132,6500,419,713,191755,704504
9800132,6500,538,713,191755,704504
9800154,6500,411,436,191544,706372
9800154,6500,411,435,191544,706372
9800154,6500,435,436,191544,706372
9800200,6500,525,554,189605,705149
9800200,6500,434,554,189605,705149
9800200,6500,434,525,189605,705149
9800443,6500,911,941,195516,704255
9800532,6500,422,589,190800,705243
9800555,6500,422,980,190545,705379
9800557,6500,422,889,190314,705561
9800557,6500,644,889,190314,705561
9800557,6500,422,644,190314,705561
9810033,6400,538,775,183005,674646
9820001,7300,846,853,228204,732903
9830062,7900,306,424,190800,666123
9840051,9000,311,335,179291,573002
9840052,70,360,366,165945,632362
9840052,70,366,390,165945,632362
9840052,70,360,390,165945,632362
9850034,6400,540,826,184011,675092
9850054,7900,304,424,190940,665512
9850054,7900,424,454,190940,665512
9850054,7900,304,454,190940,665512
9850413,5000,829,914,180388,666489
9860001,7100,856,893,160266,621568
9860314,7400,1015,1017,187096,687464
9880008,8700,229,252,187926,676134
9880054,7900,304,401,190530,665520
9890002,7100,416,1115,159679,619759
9890011,70,205,217,166640,634062
9890041,6100,824,826,184929,665040
9890041,6100,824,870,184929,665040
9890041,6100,826,870,184929,665040
9890314,7400,1015,1022,187177,687759
9900002,70,206,750,168631,633506
9900052,7900,622,645,190338,665529
9900314,7400,996,1104,185610,687838
9900314,7400,350,996,185610,687838
9900314,7400,350,1104,185610,687838
9910052,6600,761,930,178144,657971
9910116,8600,104,701,181661,666195
9910116,8600,404,701,181661,666195
9910116,8600,104,404,181661,666195
9910422,5000,456,906,180104,666060
9920021,7100,1035,1115,159998,620556
9920422,5000,456,916,180176,666045
9930002,7100,653,1115,159609,618947
9930052,7900,326,624,190073,665320
9930054,6600,930,969,178875,657844
9930054,6600,930,970,178875,657844
9930054,6600,969,970,178875,657844
9930054,6600,751,969,178875,657844
9930054,6600,751,970,178875,657844
9930054,6600,751,930,178875,657844
9940053,7400,973,995,186082,687639
9950011,9000,277,309,178633,574176
9950011,9000,309,1120,178633,574176
9950011,9000,277,1120,178633,574176
9950313,7400,996,1020,185633,689682
9950527,4000,311,944,200604,745765
9970053,7400,609,946,186559,688281
9970053,7400,946,993,186559,688281
9970053,7400,609,993,186559,688281
9970526,4000,856,881,200448,745851
9980413,5000,914,1005,180829,666513
9980413,5000,1005,1011,180829,666513
9980413,5000,914,1011,180829,666513
9990001,70,230,231,168336,634231
10000051,7400,983,1068,185788,687056
10000051,7400,351,983,185788,687056
10000051,7400,351,1068,185788,687056
10010053,7900,625,628,190253,664852
10010313,7400,999,1020,185934,689596
10020001,70,220,266,167826,634109
10020001,70,220,526,167826,634109
10020001,70,266,526,167826,634109
10020114,8600,308,309,182200,666195
10030065,8500,308,311,187731,649226
10030201,8500,441,511,187134,647854
10030235,8500,435,440,,
10030235,8500,434,435,186229,648736
10030235,8500,434,440,186229,648736
10030235,8500,434,435,186229,648736
10030235,8500,435,440,186229,648736
10030255,8500,134,446,186092,648275
10050006,8700,204,375,187299,677710
10050006,8700,375,407,187299,677710
10050006,8700,204,407,187299,677710
10050111,8600,108,307,183112,666911
10060052,9000,277,366,178100,573471
10060052,9000,277,485,178100,573471
10060052,9000,366,485,178100,573471
10060423,5000,901,916,180420,666096
10070053,9000,353,1120,178347,574448
10070083,6200,311,677,176004,656986
10080115,8600,108,141,182012,666209
10080175,3000,101,162,220783,632855
10080175,3000,101,305,220783,632855
10080175,3000,162,305,220783,632855
10080175,3000,101,350,220783,632855
10080175,3000,101,349,220783,632855
10080175,3000,162,349,220783,632855
10080175,3000,305,349,220783,632855
10080175,3000,162,350,220783,632855
10080175,3000,305,350,220783,632855
10080175,3000,349,350,220783,632855
10090313,7400,609,1020,186409,689464
10100424,5000,829,934,180250,665671
10120023,6600,324,941,179839,657559
10120023,6600,324,969,179839,657559
10120023,6600,941,969,179839,657559
10130033,7100,493,810,161862,618992
10140014,6100,304,309,184324,666755
10140014,6100,304,310,184324,666755
10140014,6100,309,310,184324,666755
10140055,6600,795,797,178162,656320
10140055,6600,797,800,178162,656320
10140055,6600,795,800,178162,656320
10150006,70,118,122,166584,635055
10150045,70,220,229,167894,634225
10150045,70,220,230,167894,634225
10150045,70,229,230,167894,634225
10150071,70,303,304,167624,632941
10150071,70,303,523,167624,632941
10150071,70,304,523,167624,632941
10150097,70,376,377,165419,631927
10150098,70,377,386,165479,631891
10150129,70,415,430,164897,632688
10150156,70,554,562,167963,632760
10150244,70,759,762,168461,633060
10150244,70,759,771,168461,633060
10150244,70,762,771,168461,633060
10150255,70,801,810,166308,631428
10150290,70,189,597,167237,635731
10150316,70,750,762,168449,633483
10150344,70,165,499,168951,637393
10150344,70,486,499,168951,637393
10150344,70,165,486,168951,637393
10150345,70,213,597,167813,635340
10150358,70,678,745,164431,631057
10150362,70,335,345,167260,632084
10150407,70,438,486,168191,637403
10150407,70,481,486,168191,637403
10150407,70,438,481,168191,637403
10150424,5000,932,934,180496,665609
10150435,70,699,700,164143,631212
10150436,70,583,595,167786,632593
10160053,9000,284,353,178464,574500
10160424,5000,934,1009,180530,665602
10170071,6600,942,968,179888,656963
10180074,6600,947,968,179917,657373
10180323,7400,946,1015,187282,688132
10180323,7400,1015,1024,187282,688132
10180323,7400,946,1024,187282,688132
10180424,5000,934,1006,180762,665555
10180424,5000,1006,1011,180762,665555
10180424,5000,934,1011,180762,665555
10190314,7400,963,1017,187374,687384
10200521,9000,102,964,180478,571946
10220113,7400,847,873,188391,690398
10220113,7400,873,877,188391,690398
10220113,7400,847,877,188391,690398
10220434,5000,1009,1011,180467,665026
10220434,5000,1009,1037,180467,665026
10220434,5000,1011,1037,180467,665026
10230172,3000,322,360,220366,632837
10240123,6600,324,942,179774,656970
10240123,6600,324,983,179774,656970
10240123,6600,942,983,179774,656970
10260111,8600,108,129,182906,666749
10260111,8600,108,208,182906,666749
10260111,8600,129,208,182906,666749
10270315,8300,134,925,177767,654860
10280523,4000,841,844,199759,746346
10280523,4000,841,845,199759,746346
10280523,4000,844,845,199759,746346
10280523,4000,841,850,199759,746346
10280523,4000,844,850,199759,746346
10280523,4000,845,850,199759,746346
10290021,6400,309,319,185270,673193
10300412,6600,415,875,179198,657759
10300412,6600,875,969,179198,657759
10300412,6600,415,969,179198,657759
10320315,8300,134,908,177893,655119
10350008,6400,616,713,181559,674565
10360016,6100,105,502,183642,666509
10360016,6100,105,503,183642,666509
10360016,6100,502,503,183642,666509
10370025,6100,606,835,184934,666231
10380127,3000,219,350,220791,632805
10390071,6600,109,316,181162,657032
10390071,6600,109,942,181162,657032
10390071,6600,316,942,181162,657032
10420054,6600,970,983,178739,656909
10420054,6600,983,986,178739,656909
10420054,6600,970,986,178739,656909
10440034,7600,221,413,208046,758443
10440051,9000,307,311,178852,573506
10440051,9000,311,344,178852,573506
10440051,9000,307,344,178852,573506
10440093,7600,414,428,207746,759908
10440093,7600,423,428,207746,759908
10440093,7600,414,423,207746,759908
10440172,7600,101,104,209096,755440
10440192,7600,365,366,208733,759921
10460041,7900,226,231,189712,665966
10480041,7900,231,232,189616,666350
10490001,7400,607,843,187974,690982
10490001,7400,607,1260,187974,690982
10490001,7400,843,1260,187974,690982
10490141,3000,404,405,221158,632201
10490141,3000,405,467,221158,632201
10490141,3000,404,467,221158,632201
10490233,4000,409,413,199438,746890
10500006,8700,101,187,187310,677605
10500006,8700,101,375,187310,677605
10500006,8700,187,375,187310,677605
10500159,6400,513,534,184993,675205
10500350,6400,530,789,185325,675997
10500351,6400,538,584,183784,674532
10500817,5000,2307,2328,179614,662556
10500817,5000,2328,2658,179614,662556
10500817,5000,2307,2658,179614,662556
10510017,7100,1023,1061,160205,619552
10510031,7900,1225,1253,188705,664981
10510052,9000,353,366,177689,573589
10510052,9000,366,495,177689,573589
10510052,9000,353,495,177689,573589
10510131,3000,348,501,221381,632369
10520063,9000,359,994,179188,572597
10520063,9000,923,994,179188,572597
10520063,9000,359,923,179188,572597
10520233,4000,413,420,199181,747028
10550001,8700,364,368,189113,677911
10590001,6100,228,604,184626,666441
10590001,6100,604,619,184626,666441
10590001,6100,228,619,184626,666441
10590021,7100,1017,1044,160490,619924
10590029,7400,175,1151,187781,693936
10590078,7400,327,418,186697,692835
10590078,7400,327,521,186697,692835
10590078,7400,418,521,186697,692835
10590080,7400,401,419,186165,692537
10590092,7400,418,433,186737,692817
10590092,7400,418,434,186737,692817
10590092,7400,433,434,186737,692817
10590095,7400,430,442,186326,693983
10590128,7400,607,617,187027,690990
10590128,7400,607,614,187027,690990
10590128,7400,614,617,187027,690990
10590185,7400,865,870,188689,690612
10590185,7400,870,878,188689,690612
10590185,7400,865,878,188689,690612
10590189,7400,903,916,186853,689580
10590189,7400,903,930,186853,689580
10590189,7400,916,930,186853,689580
10590237,7400,976,977,185851,687623
10590262,7400,1016,1018,186871,687226
10590335,7400,847,892,188533,690849
10590335,7400,847,864,188533,690849
10590335,7400,864,892,188533,690849
10590353,7400,865,1203,188106,690787
10590359,7400,946,1104,185940,688280
10590359,7400,661,946,185940,688280
10590359,7400,661,1104,185940,688280
10590359,7400,946,948,185940,688280
10590359,7400,661,948,185940,688280
10590359,7400,948,1104,185940,688280
10590364,7400,1016,1035,187267,687121
10590376,7400,607,634,187332,690972
10590381,7400,350,351,185408,687734
10590420,7400,351,358,185528,687473
10590422,7400,501,532,186493,691029
10590439,7400,1008,1260,187905,689913
10590502,7400,948,996,185398,688272
10590509,7400,800,847,189065,691560
10590511,7400,963,1016,187295,687119
10590523,7400,1015,1029,187236,687979
10610022,9000,469,470,178092,574394
10610022,9000,469,472,178092,574394
10610022,9000,470,472,178092,574394
10610111,8600,147,148,183756,667285
10630313,4000,446,505,198748,747312
10630313,4000,446,512,198748,747312
10630313,4000,505,512,198748,747312
10660022,9000,366,373,177013,574008
10660022,9000,373,1389,177013,574008
10660022,9000,366,1389,177013,574008
10680048,8700,147,280,189451,676806
10680282,8700,359,367,189253,678490
10680321,8700,204,244,187722,677718
10680322,8700,131,394,188376,677886
10690513,5000,738,1134,178540,664192
10700311,4000,505,509,198857,747728
10700311,4000,360,509,198857,747728
10700311,4000,360,505,198857,747728
10720056,6600,796,984,178440,656491
10730021,9000,102,895,182823,573355
10750011,6600,109,127,181380,657208
10750052,9000,360,484,178129,572877
10750052,9000,360,499,178129,572877
10750052,9000,484,499,178129,572877
10770012,9000,372,373,178375,575390
10770012,9000,372,652,178375,575390
10770012,9000,373,652,178375,575390
10770143,3000,350,429,220724,632278
10770143,3000,350,612,220724,632278
10770143,3000,429,612,220724,632278
10780012,9000,498,1120,177945,575074
10780012,9000,373,1120,177945,575074
10780012,9000,373,498,177945,575074
10780127,8600,903,1025,183223,665503
10790001,7100,861,893,160429,622056
10800029,7100,319,1070,158579,619383
10800080,7100,440,502,160708,619470
10800246,7100,1020,1115,159672,619418
10800341,7100,1035,1210,161755,620861
10800341,7100,496,1210,161755,620861
10800341,7100,496,1035,161755,620861
10800344,7100,1115,6011,159695,620025
10800352,7100,425,468,160771,619340
10800362,7100,416,455,161059,619798
10800362,7100,416,460,161059,619798
10800362,7100,455,460,161059,619798
10800444,7100,379,1102,158758,621653
10800457,7100,1224,1230,161134,621446
10800517,5000,1101,1107,179488,664146
10820231,4000,386,811,199681,747052
10830517,5000,1101,1110,179372,663911
10830517,5000,1110,1506,179372,663911
10830517,5000,1101,1506,179372,663911
10850012,9000,372,377,178467,575200
10850012,9000,372,572,178467,575200
10850012,9000,377,572,178467,575200
10880056,6600,983,984,178509,656894
10880056,6600,984,1026,178509,656894
10880056,6600,983,1026,178509,656894
10880146,3000,427,448,220418,631851
10880146,3000,427,703,220418,631851
10880146,3000,448,703,220418,631851
10890024,7900,1157,1158,186385,666486
10890024,7900,1157,1160,186385,666486
10890024,7900,1158,1160,186385,666486
10900052,9000,359,485,177878,572275
10900052,9000,485,988,177878,572275
10900052,9000,359,988,177878,572275
10900516,5000,1110,1252,178813,664063
10910146,3000,429,801,220581,631619
10910232,4000,394,402,199805,746516
10910232,4000,402,403,199805,746516
10910232,4000,394,403,199805,746516
10930835,6600,835,901,178203,656725
10970141,3000,432,442,220915,631897
10970141,3000,442,459,220915,631897
10970141,3000,432,459,220915,631897
10980523,9000,113,865,181369,569942
10980523,9000,702,865,181369,569942
10980523,9000,113,702,181369,569942
11010021,9000,1220,1288,181963,575586
11010021,9000,1220,1270,181963,575586
11010021,9000,1270,1288,181963,575586
11060231,4000,386,393,199734,747020
11060231,4000,386,1166,199734,747020
11060231,4000,393,1166,199734,747020
11070061,7900,454,542,191058,665502
11070312,9000,281,811,180604,576005
11070312,9000,281,1220,180604,576005
11070312,9000,811,1220,180604,576005
11080422,4000,813,915,199458,745333
11100001,6600,797,798,178011,656176
11100006,6600,113,133,181289,658132
11100006,6600,111,133,181289,658132
11100006,6600,111,113,181289,658132
11100157,6600,610,622,177669,659809
11100309,6600,101,111,181789,658733
11100319,6600,941,948,180279,657523
11100351,6600,738,796,177820,656516
11100356,6600,736,751,178893,657953
11130132,3000,409,513,221329,631776
11170115,7900,169,360,187122,666557
11170115,7900,169,905,187122,666557
11170115,7900,360,905,187122,666557
11180522,5000,461,1380,177862,663922
11200014,7900,107,256,189770,666710
11220225,9000,373,448,177421,574480
11220225,9000,373,1352,177421,574480
11220225,9000,448,1352,177421,574480
11230642,3000,525,4110,221694,632089
11230642,3000,4110,4275,221694,632089
11230642,3000,525,4275,221694,632089
11260012,9000,498,651,177812,575328
11260012,9000,498,1143,177812,575328
11260012,9000,651,1143,177812,575328
11270523,5000,1216,1224,178212,663902
11300414,7900,603,641,190570,665100
11340041,9000,404,975,179641,572751
11340041,9000,366,975,179641,572751
11340041,9000,366,404,179641,572751
11370031,7900,1201,1248,187922,665292
11370031,7900,472,1248,187922,665292
11370031,7900,472,1201,187922,665292
11400522,9000,701,1410,181398,572669
11400522,9000,841,1410,181398,572669
11400522,9000,701,841,181398,572669
11420534,5000,1238,1242,178193,663708
11450534,5000,1242,1245,178307,663613
11450534,5000,1242,1259,178307,663613
11450534,5000,1245,1259,178307,663613
11460541,5000,1241,1245,178363,663679
11510121,7900,171,360,187089,666357
11570011,7900,136,189,188455,667286
11570011,7900,136,1039,188455,667286
11570011,7900,189,1039,188455,667286
11590033,7900,846,920,188668,665711
11670122,4000,195,215,207561,746985
11680521,3000,1508,1514,221198,630992
11680521,3000,1528,1852,221198,630992
11680521,3000,1514,1852,221198,630992
11680521,3000,1514,1528,221198,630992
11680521,3000,1508,1852,221198,630992
11680521,3000,1508,1528,221198,630992
11680545,5000,1135,1258,178593,663771
11720111,7900,111,144,190334,667793
11720111,7900,144,199,190334,667793
11720111,7900,111,199,190334,667793
11740117,7900,1008,1028,187404,666908
11760521,3000,1508,1518,220927,631181
11770121,7900,360,1179,186980,665484
11770521,3000,1508,1511,220860,631235
11780011,7900,1018,1025,187153,667524
11780613,5000,1034,1538,179725,664541
11780613,5000,1034,1540,179725,664541
11780613,5000,1538,1540,179725,664541
11790115,7900,136,180,187985,667402
11790115,7900,180,1027,187985,667402
11790115,7900,136,1027,187985,667402
11820152,3000,809,810,220480,631336
11820152,3000,810,813,220480,631336
11820152,3000,809,813,220480,631336
11840612,5000,1540,1555,180373,664530
11840612,5000,1540,1571,180373,664530
11840612,5000,1555,1571,180373,664530
11850011,7900,178,186,188360,667796
11890117,7900,905,928,187802,666479
11890117,7900,928,1027,187802,666479
11890117,7900,905,1027,187802,666479
11890612,5000,1554,1555,180108,664077
11890612,5000,1107,1555,180108,664077
11890612,5000,1107,1554,180108,664077
11900153,3000,733,1101,219900,631504
11900153,3000,998,1101,219900,631504
11900153,3000,998,1101,,
11900153,3000,733,998,219900,631504
11950611,5000,1107,1511,179638,664145
11960611,5000,1107,1509,179563,664125
12030011,8400,104,105,181746,646454
12050152,3000,807,833,220660,631277
12050152,3000,808,833,220660,631277
12050152,3000,807,808,220660,631277
12090006,9600,161,184,206778,749702
12130007,8400,448,758,182499,644352
12130008,9600,161,169,206851,749829
12170004,8400,481,585,183640,645166
12190011,8400,104,403,181682,646427
12240121,4000,185,195,207291,746717
12260001,8400,403,485,182295,644679
12260001,8400,442,485,182295,644679
12260001,8400,403,442,182295,644679
12260911,5000,2523,2604,180987,664340
12270151,3000,832,1514,220487,630904
12280911,5000,1571,2524,180760,664424
12280911,5000,2524,2604,180760,664424
12280911,5000,1571,2604,180760,664424
12290151,3000,1503,1514,220644,630920
12290151,3000,833,1514,220644,630920
12290151,3000,833,1503,220644,630920
12320002,8200,124,200,208002,749361
12340005,8200,104,210,207381,747948
12350008,9600,161,164,206583,749315
12360001,9600,161,232,207770,751222
12360001,9600,161,243,207770,751222
12360001,9600,232,243,207770,751222
12370005,9600,176,184,206077,750109
12450001,8200,215,216,208897,750677
12490415,3000,1323,1601,220282,630021
12490415,3000,1323,1620,220282,630021
12490415,3000,1601,1620,220282,630021
12490623,5000,1554,2562,179976,663644
12500025,8200,199,211,208979,750607
12500025,8200,211,215,208979,750607
12500025,8200,199,215,208979,750607
12500070,8200,143,168,207730,749783
12500912,5000,2524,2562,180498,663529
12540003,6900,309,374,192344,676715
12640532,3000,1714,1760,221350,629805
12650532,3000,1714,1726,221423,629974
12670532,3000,1731,1737,221376,629226
12670532,3000,1731,5405,221376,629226
12670532,3000,1737,5405,221376,629226
12690913,5000,2535,2562,181180,663516
12690913,5000,2535,2686,181180,663516
12690913,5000,2562,2686,181180,663516
12700001,6900,151,158,194598,676442
12730533,3000,1714,1736,220970,629028
12730533,3000,1736,1786,220970,629028
12730533,3000,1714,1786,220970,629028
12740533,3000,1753,1786,220902,629056
12800006,6900,458,600,189854,675722
12830122,4000,183,185,206974,746956
12840016,7000,116,164,190414,651632
12840034,7000,138,700,189916,651845
12840205,7000,706,707,188735,651786
12860012,6900,270,277,193676,676039
12920551,5000,1104,2215,178414,663457
12950556,5000,1103,1135,178713,663450
12960556,5000,1135,1309,178743,663343
12970556,5000,1101,1135,178760,663269
12970556,5000,1135,1277,178760,663269
12970556,5000,1101,1277,178760,663269
13000556,5000,1135,1301,178801,663121
13000556,5000,1555,2216,178801,663121
13000556,5000,1301,2216,178801,663121
13000556,5000,1135,1555,178801,663121
13000556,5000,1301,1555,178801,663121
13000556,5000,1135,2216,178801,663121
13000556,5000,1274,1301,178801,663121
13000556,5000,1135,1274,178801,663121
13000556,5000,1274,1555,178801,663121
13000556,5000,1274,2216,178801,663121
13020557,5000,1271,1301,178719,663123
13020557,5000,1301,2202,178719,663123
13020557,5000,1271,2202,178719,663123
13030043,6900,132,523,192791,675454
13030043,6900,132,620,192791,675454
13030043,6900,523,620,192791,675454
13030222,6900,420,458,189930,675800
13030222,6900,420,483,189930,675800
13030222,6900,458,483,189930,675800
13030229,6900,420,710,190627,676551
13030229,6900,480,710,190627,676551
13030229,6900,420,480,190627,676551
13030310,6900,594,852,192591,675642
13030394,6900,309,378,193975,676707
13030396,6900,668,686,189773,677934
13030557,5000,1235,1301,178685,663125
13210524,4000,403,845,199885,746497
13210524,4000,403,856,199885,746497
13210524,4000,845,856,199885,746497
13220012,6800,155,256,211021,747191
13230555,5000,1555,2243,179083,663138
13240002,6800,227,254,210936,746876
13290041,6800,166,175,213036,745647
13290041,6800,166,184,213036,745647
13290041,6800,175,184,213036,745647
13290073,6800,254,256,210862,747084
13290074,6800,256,284,210649,746943
13290101,6800,635,673,207669,745461
13340815,5000,2227,2378,178786,662486
13370814,5000,2216,2263,178633,662478
13370814,5000,2263,2378,178633,662478
13370814,5000,2216,2378,178633,662478
13430812,5000,2216,2255,178739,662836
13510812,5000,2201,2255,178697,662841
13520814,5000,1235,2378,178581,662476
13530713,5000,2215,2378,178506,662471
13530713,5000,2378,4055,178506,662471
13530713,5000,2215,4055,178506,662471
13590511,3000,1610,1630,219796,630241
13670412,3000,1301,1308,218903,629254
13670412,3000,1308,1337,218903,629254
13670412,3000,1301,1337,218903,629254
13810413,3000,1318,1321,219451,629228
13810413,3000,1318,1337,219451,629228
13810413,3000,1321,1337,219451,629228
13810413,3000,1318,1373,219451,629228
13810413,3000,1321,1373,219451,629228
13810413,3000,1337,1373,219451,629228
13820416,3000,1334,1337,219303,629172
13840413,3000,1311,1337,219209,629203
13930415,3000,1320,1321,220182,629627
13930415,3000,1320,1366,220182,629627
13930415,3000,1321,1366,220182,629627
13940414,3000,1314,1321,220030,629615
14060423,3000,1630,1670,219859,630352
14100422,3000,1421,1630,219687,630166
14110423,3000,1410,1630,219656,630156
14210415,3000,1331,1601,219907,629838
14220421,4000,662,1084,200608,744004
14230422,3000,1127,1407,219477,630484
14230422,3000,1127,1422,219477,630484
14230422,3000,1407,1422,219477,630484
14280421,3000,1121,1402,218524,630463
14280421,3000,1132,1402,218524,630463
14280421,3000,1121,1132,218524,630463
14280621,4000,1031,1035,201603,743086
14280621,4000,1031,1036,201603,743086
14280621,4000,1035,1036,201603,743086
14280621,4000,1031,1044,201603,743086
14280621,4000,1035,1044,201603,743086
14280621,4000,1036,1044,201603,743086
14290714,5000,2309,1611,177994,662253
14320411,3000,1307,1349,218537,629340
14350714,5000,1611,1639,177902,661953
14360714,5000,1611,2412,177846,661839
14390711,5000,1620,1638,177391,662055
14390711,5000,1620,1979,177391,662055
14390711,5000,1638,1979,177391,662055
14390711,5000,1638,2412,177391,662055
14390711,5000,1620,2412,177391,662055
14390711,5000,1979,2412,,
14390711,5000,1979,2412,177391,662055
14510713,5000,1632,2269,178355,662132
14510713,5000,1632,2309,178355,662132
14510713,5000,2269,2309,178355,662132
14540714,5000,1639,2215,178345,661800
14550714,5000,2215,2389,178320,661614
14560523,9000,615,616,182228,570833
14560714,5000,2215,2412,178230,661426
14560714,5000,2215,2466,178230,661426
14560714,5000,2412,2466,178230,661426
14570313,4000,512,1161,197501,748447
14590232,3000,1021,1121,217543,631474
14590232,3000,1051,1121,217543,631474
14590232,3000,1021,1051,217543,631474
14590825,5000,2309,2371,178749,661890
14590825,5000,2371,3280,178749,661890
14590825,5000,2309,3280,178749,661890
14600314,4000,522,1161,198360,748333
14620222,4000,354,505,198811,748178
14620222,4000,537,1161,198811,748178
14620222,4000,505,1161,198811,748178
14620222,4000,354,1161,198811,748178
14620222,4000,505,537,198811,748178
14620222,4000,354,537,198811,748178
14620713,5000,2263,2309,178568,662021
14650222,4000,526,537,198915,748564
14660012,9000,1140,1163,176797,575169
14660012,9000,1140,1173,176797,575169
14660012,9000,1163,1173,176797,575169
14710412,4000,602,773,201367,741405
14710412,4000,602,1068,201367,741405
14710412,4000,773,1068,201367,741405
14730412,4000,602,768,200966,741672
14730823,5000,2309,2426,179453,661644
14730823,5000,2306,2426,179453,661644
14730823,5000,2306,2309,179453,661644
14740412,4000,483,602,200962,741742
14740412,4000,483,795,200962,741742
14740412,4000,602,795,200962,741742
14790412,4000,607,793,199641,743412
14860411,4000,601,614,199086,743261
14880823,5000,2302,2465,179743,661886
14900823,5000,2309,2465,179716,661605
14910001,9100,223,458,209277,766003
14910321,3000,1250,1266,215936,629422
14910321,3000,1265,1266,215936,629422
14910321,3000,1250,1265,215936,629422
14920321,3000,1266,1270,215848,629335
14920523,9000,616,1422,182986,570640
14920523,9000,671,1422,182986,570640
14920523,9000,616,671,182986,570640
14970012,9000,1143,1190,177618,575190
14970040,9100,228,412,209645,767860
14970040,9100,224,412,209645,767860
14970040,9100,223,228,209645,767860
14970040,9100,223,224,209645,767860
14970040,9100,223,412,209645,767860
14970040,9100,224,228,209645,767860
14970092,9100,322,327,210172,767526
14970092,9100,322,324,210172,767526
14970092,9100,324,327,210172,767526
14970816,5000,2328,4123,179272,662730
14970816,5000,2327,2328,179272,662730
14970816,5000,2327,4123,179272,662730
15000817,5000,2250,2318,179478,662622
15000817,5000,2250,2328,179478,662622
15000817,5000,2318,2328,179478,662622
15030132,4000,191,195,202899,743825
15130313,3000,1224,1243,216608,629852
15140002,2500,150,173,204060,742487
15140002,2500,150,254,204060,742487
15140002,2500,173,254,204060,742487
15160001,2500,141,173,204325,742245
15170817,5000,2245,2658,179694,662448
15170817,5000,2465,2658,179694,662448
15170817,5000,2245,2465,179694,662448
15200012,9000,1149,1402,176549,575011
15200315,3000,1062,1214,216971,630664
15200315,3000,1062,2012,216971,630664
15200315,3000,1207,1214,,
15200315,3000,1062,1207,216971,630664
15200315,3000,1214,2012,216971,630664
15200315,3000,1207,1214,216971,630664
15240927,5000,2648,2656,180252,662970
15250925,5000,2524,2648,180505,662961
15270924,5000,2524,2665,180495,662678
15290021,9000,1276,1288,182355,575994
15290021,9000,1259,1288,182355,575994
15290021,9000,1259,1276,182355,575994
